,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,zipcode,lat,long,sqft_lot15,geo_loc,distance
6915,284000.0,2,1.0,860,7204,1.0,0.0,0.0,3,7,1918,98106,47.536,-122.351,7500,"(47.536, -122.351)",5.9352
6916,208000.0,2,1.0,820,5700,1.0,0.0,0.0,5,5,1942,98056,47.492,-122.184,5700,"(47.492, -122.184)",11.9038
6917,315000.0,3,1.75,1900,7076,1.0,0.0,0.0,3,7,1977,98155,47.757,-122.326,10113,"(47.757, -122.326)",9.4107
6918,417500.0,2,1.0,1330,5510,1.0,0.0,0.0,3,6,1910,98117,47.69,-122.362,4150,"(47.69, -122.362)",4.7296
6919,345000.0,3,1.75,1240,38095,1.0,0.0,0.0,3,7,1978,98053,47.652,-121.97,38552,"(47.652, -121.97)",17.892
6920,375000.0,3,2.5,1330,1064,3.0,0.0,0.0,3,8,2004,98117,47.684,-122.387,1113,"(47.684, -122.387)",4.5945
6922,475000.0,3,1.75,1890,7560,1.0,0.0,0.0,3,8,1973,98034,47.732,-122.185,9095,"(47.732, -122.185)",10.8633
6924,985000.0,5,4.25,4650,108464,2.0,0.0,0.0,3,10,1999,98024,47.567,-121.956,155509,"(47.567, -121.956)",18.8237
6925,532000.0,3,2.5,1830,8022,2.0,0.0,0.0,3,8,1987,98074,47.62,-122.044,7736,"(47.62, -122.044)",14.3305
6926,280000.0,2,1.0,720,5000,1.0,0.0,0.0,5,6,1951,98126,47.52,-122.374,5000,"(47.52, -122.374)",7.1169
6927,435000.0,4,2.0,1960,50112,1.0,0.0,0.0,4,7,1963,98058,47.435,-122.084,44967,"(47.435, -122.084)",17.9649
6928,223000.0,3,1.0,1220,71191,1.0,0.0,0.0,3,6,1952,98023,47.326,-122.353,15378,"(47.326, -122.353)",20.4448
6931,612000.0,3,3.0,1740,3700,1.0,0.0,0.0,3,7,1982,98122,47.61,-122.309,2480,"(47.61, -122.309)",2.152
6932,591000.0,3,1.75,1680,2400,1.0,0.0,0.0,5,7,1922,98122,47.615,-122.3,3600,"(47.615, -122.3)",2.4546
6933,800000.0,4,2.25,3220,8436,2.0,0.0,0.0,3,8,1968,98008,47.638,-122.116,7632,"(47.638, -122.116)",11.0312
6934,225000.0,3,2.0,1610,8400,1.0,0.0,0.0,3,8,1990,98022,47.196,-122.009,8459,"(47.196, -122.009)",33.5071
6936,565000.0,4,2.5,2520,13156,1.0,0.0,0.0,3,8,1979,98052,47.656,-122.135,10940,"(47.656, -122.135)",10.36
6938,499000.0,3,2.5,2090,8505,2.0,0.0,0.0,3,8,1951,98177,47.719,-122.371,8100,"(47.719, -122.371)",6.7688
6939,280000.0,3,1.0,1330,20562,1.5,0.0,0.0,3,5,1959,98045,47.481,-121.775,20562,"(47.481, -121.775)",28.601
6940,649950.0,3,2.5,2420,7500,1.0,0.0,2.0,4,8,1944,98117,47.695,-122.389,7500,"(47.695, -122.389)",5.3407
6941,420000.0,3,1.75,1510,6360,1.0,0.0,0.0,4,7,1954,98133,47.732,-122.353,7260,"(47.732, -122.353)",7.6074
6943,265000.0,3,2.0,1850,16535,1.0,0.0,0.0,3,7,1992,98014,47.657,-121.912,13295,"(47.657, -121.912)",20.6132
6944,482000.0,3,1.75,2300,16474,1.0,0.0,0.0,3,7,1984,98072,47.761,-122.144,15601,"(47.761, -122.144)",13.6265
6945,452000.0,3,2.25,2600,14810,1.0,0.0,2.0,4,8,1956,98166,47.433,-122.341,16715,"(47.433, -122.341)",13.0613
6946,1490000.0,4,4.25,5180,13077,2.0,0.0,3.0,3,12,1998,98006,47.551,-122.109,15069,"(47.551, -122.109)",12.3256
6947,375000.0,2,1.0,1810,8527,1.5,0.0,0.0,4,7,1943,98133,47.727,-122.336,6800,"(47.727, -122.336)",7.2984
6948,588000.0,5,3.0,2190,4900,2.0,0.0,0.0,5,7,1940,98117,47.689,-122.386,4606,"(47.689, -122.386)",4.9033
6950,280500.0,4,2.5,1890,6962,2.0,0.0,0.0,3,8,1997,98092,47.333,-122.187,6803,"(47.333, -122.187)",21.3916
6951,210500.0,2,1.75,2040,8600,1.0,0.0,0.0,4,6,1985,98003,47.276,-122.308,7859,"(47.276, -122.308)",23.9865
6952,196500.0,3,2.0,1310,7000,1.0,0.0,0.0,4,7,1979,98023,47.303,-122.383,7500,"(47.303, -122.383)",22.0823
6953,1400000.0,5,3.5,4010,8510,2.0,0.0,1.0,5,9,1971,98105,47.658,-122.286,6128,"(47.658, -122.286)",3.9467
6954,475000.0,3,1.75,1780,8033,1.0,0.0,0.0,2,7,1977,98034,47.727,-122.219,7508,"(47.727, -122.219)",9.5314
6955,550000.0,3,2.5,1980,9061,2.0,0.0,0.0,4,8,1987,98074,47.637,-122.029,8869,"(47.637, -122.029)",15.0622
6956,1580000.0,3,3.25,3690,7200,2.0,0.0,0.0,3,11,2007,98033,47.681,-122.2,7200,"(47.681, -122.2)",8.1565
6957,240000.0,3,1.75,1540,6687,1.0,0.0,0.0,3,7,1991,98022,47.194,-121.981,7242,"(47.194, -121.981)",34.2719
6958,272000.0,3,1.0,1130,8100,1.5,0.0,0.0,3,6,1934,98168,47.493,-122.306,8100,"(47.493, -122.306)",9.1575
6961,316000.0,4,2.5,2010,7226,2.0,0.0,0.0,3,8,1995,98092,47.259,-122.21,7696,"(47.259, -122.21)",25.9337
6962,299000.0,4,2.0,2320,12000,1.0,0.0,0.0,3,7,1943,98108,47.525,-122.325,6000,"(47.525, -122.325)",6.8098
6964,736500.0,4,2.5,3180,21904,2.0,0.0,3.0,3,9,2000,98059,47.515,-122.117,29170,"(47.515, -122.117)",13.2009
6965,665000.0,4,2.0,2970,52567,2.0,0.0,0.0,3,8,1924,98072,47.733,-122.128,46676,"(47.733, -122.128)",12.9315
6966,707000.0,5,2.5,3050,13212,1.0,0.0,0.0,4,8,1975,98006,47.56,-122.142,10826,"(47.56, -122.142)",10.6666
6967,215000.0,4,1.75,1630,8000,1.0,0.0,0.0,3,7,1959,98031,47.395,-122.201,7700,"(47.395, -122.201)",17.1827
6968,275000.0,3,2.25,1620,6415,2.0,0.0,0.0,4,7,1989,98038,47.358,-122.038,7253,"(47.358, -122.038)",23.3874
6971,690000.0,3,2.0,1770,1800,3.0,0.0,0.0,3,8,1999,98122,47.61,-122.314,3200,"(47.61, -122.314)",1.9389
6972,320000.0,4,2.75,2110,13260,1.0,0.0,0.0,4,7,1979,98058,47.451,-122.16,11016,"(47.451, -122.16)",14.8119
6973,750000.0,3,1.75,1590,8285,1.0,0.0,0.0,4,8,1956,98004,47.586,-122.194,8970,"(47.586, -122.194)",7.7541
6974,355000.0,3,2.25,1370,1524,3.0,0.0,0.0,3,8,2005,98103,47.698,-122.347,1418,"(47.698, -122.347)",5.2626
6977,744000.0,3,2.5,2670,12187,2.0,0.0,0.0,3,8,1986,98052,47.668,-122.15,8999,"(47.668, -122.15)",9.9147
6980,583000.0,3,2.5,2600,5100,2.0,0.0,1.0,3,8,1998,98056,47.517,-122.205,5400,"(47.517, -122.205)",9.9649
6981,515000.0,2,1.5,1400,5000,1.0,0.0,0.0,4,7,1904,98107,47.668,-122.362,4200,"(47.668, -122.362)",3.2211
6982,594000.0,4,1.75,2140,8000,1.0,0.0,0.0,4,8,1965,98007,47.622,-122.139,8000,"(47.622, -122.139)",9.9055
6983,303100.0,3,1.5,1640,5650,1.0,0.0,0.0,3,8,1952,98178,47.509,-122.251,5650,"(47.509, -122.251)",9.1044
6985,708000.0,5,3.25,3060,11778,2.0,0.0,0.0,3,8,2004,98034,47.721,-122.222,10403,"(47.721, -122.222)",9.1268
6986,221000.0,3,1.0,1150,7260,1.0,0.0,0.0,3,7,1959,98133,47.734,-122.333,7888,"(47.734, -122.333)",7.7941
6987,325000.0,3,2.5,2000,7205,2.0,0.0,0.0,3,8,1998,98003,47.35,-122.302,7611,"(47.35, -122.302)",18.9293
6988,385000.0,3,1.75,1560,5950,1.0,0.0,0.0,4,6,1944,98125,47.719,-122.307,7830,"(47.719, -122.307)",7.0239
6989,359500.0,3,2.5,2070,4689,2.0,0.0,0.0,3,8,2013,98038,47.355,-122.056,4593,"(47.355, -122.056)",23.0364
6991,525000.0,2,1.0,1000,4950,1.0,0.0,0.0,3,7,1948,98116,47.567,-122.394,5500,"(47.567, -122.394)",4.2747
6992,356200.0,3,2.0,1690,10062,1.0,0.0,2.0,5,7,1928,98178,47.51,-122.241,6650,"(47.51, -122.241)",9.2958
6993,595000.0,4,2.0,3090,87120,1.0,0.0,0.0,4,7,1974,98072,47.727,-122.122,88426,"(47.727, -122.122)",12.9202
6994,560000.0,4,1.5,1790,3420,1.0,0.0,0.0,4,7,1923,98103,47.649,-122.337,3420,"(47.649, -122.337)",1.9936
6997,365000.0,2,1.0,680,2550,1.0,0.0,0.0,4,5,1901,98117,47.677,-122.388,5100,"(47.677, -122.388)",4.1651
6998,368000.0,4,1.75,2100,11942,1.0,0.0,0.0,3,7,1964,98106,47.55,-122.356,6986,"(47.55, -122.356)",4.9719
6999,870000.0,4,2.75,2840,4000,1.5,0.0,0.0,5,8,1912,98144,47.585,-122.291,4000,"(47.585, -122.291)",3.8075
7000,225000.0,3,2.25,1470,6808,1.0,0.0,0.0,3,7,1984,98023,47.288,-122.365,7881,"(47.288, -122.365)",23.0787
7001,1390000.0,4,4.5,4490,24767,2.0,0.0,2.0,3,11,1998,98006,47.554,-122.147,32700,"(47.554, -122.147)",10.6304
7003,465000.0,3,1.5,1460,9879,1.0,0.0,0.0,3,7,1956,98008,47.635,-122.127,10050,"(47.635, -122.127)",10.5021
7004,750000.0,4,2.75,3150,6343,1.0,0.0,3.0,3,8,1976,98126,47.542,-122.381,6343,"(47.542, -122.381)",5.6869
7005,149000.0,3,1.0,1090,2800,1.0,0.0,0.0,3,6,1969,98092,47.316,-122.183,2960,"(47.316, -122.183)",22.5566
7006,605000.0,3,2.5,2670,47480,2.0,0.0,3.0,3,9,1981,98072,47.744,-122.114,42800,"(47.744, -122.114)",13.9077
7008,413900.0,4,2.25,1770,5236,2.0,0.0,0.0,3,7,2007,98056,47.514,-122.189,5064,"(47.514, -122.189)",10.6353
7009,199950.0,3,1.5,1510,6600,1.0,0.0,0.0,3,6,1938,98168,47.482,-122.331,6600,"(47.482, -122.331)",9.7142
7010,400000.0,1,1.0,530,13679,1.0,0.0,0.0,4,6,1949,98053,47.642,-121.954,20624,"(47.642, -121.954)",18.5695
7013,225000.0,3,1.0,990,8012,1.0,0.0,0.0,4,7,1966,98058,47.456,-122.181,9060,"(47.456, -122.181)",13.9566
7015,330000.0,2,1.5,1440,11954,1.0,0.0,0.0,4,8,1978,98002,47.291,-122.219,9730,"(47.291, -122.219)",23.6886
7017,802500.0,4,2.25,1950,7000,1.0,0.0,1.0,3,8,1957,98118,47.543,-122.262,6440,"(47.543, -122.262)",6.8699
7018,378800.0,5,2.5,2740,5400,2.0,0.0,0.0,3,8,2005,98031,47.404,-122.205,5476,"(47.404, -122.205)",16.5389
7019,795000.0,3,2.75,2940,12487,2.0,0.0,0.0,3,10,1997,98075,47.588,-121.973,10837,"(47.588, -121.973)",17.7967
7020,460000.0,3,2.0,1200,7320,1.0,0.0,0.0,3,7,1955,98115,47.699,-122.286,8220,"(47.699, -122.286)",6.1421
7021,567000.0,3,2.5,2070,10908,2.0,0.0,0.0,3,8,1986,98029,47.566,-122.023,10975,"(47.566, -122.023)",15.7953
7022,209950.0,3,1.75,1570,15570,1.0,0.0,0.0,3,7,1981,98023,47.321,-122.362,28200,"(47.321, -122.362)",20.7958
7025,261000.0,2,1.0,970,12500,1.0,0.0,0.0,3,6,1941,98168,47.51,-122.33,6250,"(47.51, -122.33)",7.7975
7026,365000.0,3,2.5,2200,9696,2.0,0.0,0.0,3,8,1987,98031,47.42,-122.205,9915,"(47.42, -122.205)",15.5389
7027,631000.0,4,2.0,1930,3240,1.5,0.0,0.0,4,7,1911,98122,47.616,-122.299,3600,"(47.616, -122.299)",2.488
7029,584000.0,3,2.5,1790,3962,2.0,0.0,0.0,3,8,1992,98117,47.689,-122.391,3960,"(47.689, -122.391)",4.9839
7031,717000.0,4,2.5,2780,7985,2.0,0.0,0.0,4,10,1992,98029,47.561,-122.016,8094,"(47.561, -122.016)",16.1988
7032,667000.0,3,1.5,1720,8100,2.0,0.0,0.0,3,8,1907,98107,47.675,-122.4,8100,"(47.675, -122.4)",4.3029
7033,190000.0,3,1.0,1640,8100,1.0,0.0,0.0,3,6,1939,98146,47.482,-122.34,8100,"(47.482, -122.34)",9.6816
7034,430000.0,3,2.0,1730,9000,1.0,0.0,0.0,3,8,1978,98027,47.52,-122.047,10000,"(47.52, -122.047)",15.853
7036,475000.0,3,2.5,2280,3710,1.0,0.0,0.0,3,8,1990,98072,47.735,-122.159,3710,"(47.735, -122.159)",11.8923
7037,649000.0,2,2.75,2090,23962,2.0,0.0,3.0,4,8,1988,98070,47.414,-122.44,32340,"(47.414, -122.44)",14.9438
7039,845000.0,4,3.5,3350,19487,1.0,0.0,0.0,3,11,1992,98075,47.58,-121.998,19460,"(47.58, -121.998)",16.7309
7040,390000.0,3,2.5,2770,8820,1.0,0.0,0.0,3,7,1980,98038,47.368,-122.048,10920,"(47.368, -122.048)",22.5556
7042,328000.0,4,1.75,1990,7194,1.0,0.0,0.0,4,8,1978,98058,47.442,-122.135,7400,"(47.442, -122.135)",16.0218
7043,239999.0,3,2.75,1740,8436,1.0,0.0,0.0,3,7,1967,98003,47.346,-122.305,8436,"(47.346, -122.305)",19.1872
7045,920000.0,3,1.75,3670,11884,1.0,0.0,2.0,4,9,1979,98006,47.56,-122.133,9747,"(47.56, -122.133)",11.052
7046,940000.0,4,2.75,3270,9231,2.0,0.0,0.0,3,10,1995,98052,47.654,-122.121,10154,"(47.654, -122.121)",10.9671
7047,465000.0,3,1.0,1210,4872,1.0,0.0,0.0,4,6,1949,98118,47.555,-122.273,4872,"(47.555, -122.273)",5.9005
7049,307550.0,4,2.5,1980,5909,2.0,0.0,0.0,3,8,2003,98031,47.391,-122.185,5487,"(47.391, -122.185)",17.7498
7050,490000.0,4,2.5,2650,9627,1.0,0.0,3.0,4,8,1976,98028,47.768,-122.254,9221,"(47.768, -122.254)",11.07
7052,780000.0,4,2.75,3640,231739,1.5,0.0,0.0,3,10,1999,98027,47.508,-122.018,91040,"(47.508, -122.018)",17.4346
7055,560000.0,4,1.5,1810,3400,2.0,0.0,0.0,3,8,1926,98112,47.626,-122.302,3600,"(47.626, -122.302)",2.3317
7056,319450.0,5,2.0,2250,5472,1.5,0.0,0.0,5,7,1930,98002,47.306,-122.219,5472,"(47.306, -122.219)",22.6897
7057,1500000.0,4,3.25,3860,7199,2.0,0.0,1.0,3,9,2005,98115,47.685,-122.269,9600,"(47.685, -122.269)",5.8157
7058,340000.0,4,3.0,2380,20277,1.0,0.0,0.0,3,8,1999,98023,47.305,-122.392,15440,"(47.305, -122.392)",21.9765
7059,249950.0,3,1.0,1370,11658,1.0,0.0,0.0,4,6,1958,98058,47.458,-122.182,9198,"(47.458, -122.182)",13.8165
7060,499950.0,3,1.0,1830,3000,1.5,0.0,0.0,3,7,1926,98103,47.662,-122.351,2500,"(47.662, -122.351)",2.7708
7061,1040000.0,4,1.75,1440,13296,1.0,0.0,0.0,4,8,1967,98004,47.634,-122.204,10802,"(47.634, -122.204)",6.9283
7062,750000.0,4,2.5,2510,17200,1.0,0.0,2.0,4,9,1977,98052,47.629,-122.089,14621,"(47.629, -122.089)",12.243
7063,875000.0,4,2.5,3230,256132,2.0,0.0,0.0,3,9,2006,98053,47.654,-121.998,217800,"(47.654, -121.998)",16.6156
7064,678000.0,3,1.75,1670,7210,1.0,0.0,0.0,5,8,1967,98008,47.634,-122.116,7210,"(47.634, -122.116)",11.0072
7066,354900.0,3,1.0,1720,16552,1.0,0.0,0.0,4,7,1971,98059,47.477,-122.153,15457,"(47.477, -122.153)",13.6418
7067,632000.0,5,2.5,2260,10087,1.0,0.0,0.0,3,8,1967,98008,47.598,-122.128,9440,"(47.598, -122.128)",10.5502
7068,350000.0,3,1.75,1480,9375,1.0,0.0,0.0,4,7,1957,98146,47.508,-122.366,9000,"(47.508, -122.366)",7.8979
7069,990000.0,3,4.0,2550,3900,2.0,0.0,2.0,3,8,1940,98199,47.642,-122.392,6400,"(47.642, -122.392)",2.3345
7071,481000.0,4,2.5,2286,8269,2.0,0.0,0.0,3,8,2002,98056,47.517,-122.194,4711,"(47.517, -122.194)",10.3236
7073,477000.0,3,2.5,1740,4960,2.0,0.0,0.0,3,8,1992,98029,47.577,-121.998,5021,"(47.577, -121.998)",16.7685
7074,560000.0,5,2.5,2880,9000,1.0,0.0,0.0,5,8,1966,98006,47.546,-122.179,9000,"(47.546, -122.179)",9.6063
7075,600000.0,6,3.0,2600,9350,1.0,0.0,0.0,4,8,1963,98008,47.62,-122.105,9102,"(47.62, -122.105)",11.4899
7076,622500.0,5,2.75,3320,23760,2.0,0.0,0.0,4,8,1975,98072,47.75,-122.146,36720,"(47.75, -122.146)",13.0338
7077,410000.0,2,2.25,1660,2128,2.0,0.0,0.0,4,8,1974,98028,47.753,-122.252,2128,"(47.753, -122.252)",10.1761
7078,318200.0,3,2.5,1990,3644,2.0,0.0,0.0,3,7,2010,98038,47.353,-122.017,3800,"(47.353, -122.017)",24.2774
7079,289000.0,3,2.0,1680,8424,1.0,0.0,0.0,3,7,1993,98022,47.197,-122.011,8545,"(47.197, -122.011)",33.4016
7081,240000.0,3,1.0,1150,4825,1.0,0.0,0.0,4,6,1957,98027,47.532,-122.029,7121,"(47.532, -122.029)",16.2733
7083,587206.0,3,3.5,1890,1710,2.0,0.0,0.0,3,8,1999,98103,47.659,-122.349,1562,"(47.659, -122.349)",2.5664
7084,482000.0,2,2.25,1350,1248,2.0,0.0,0.0,3,7,2000,98102,47.64,-122.32,3360,"(47.64, -122.32)",1.9346
7085,485000.0,3,1.75,1650,9500,1.0,0.0,0.0,3,8,1967,98052,47.631,-122.098,9375,"(47.631, -122.098)",11.8306
7088,700000.0,3,2.5,2030,8398,2.0,0.0,0.0,4,9,1975,98008,47.627,-122.095,8104,"(47.627, -122.095)",11.9592
7089,411500.0,5,3.0,2420,7740,1.0,0.0,0.0,5,7,1929,98106,47.536,-122.358,6780,"(47.536, -122.358)",5.9424
7090,285000.0,4,3.5,2770,10505,2.0,0.0,0.0,3,8,1940,98133,47.741,-122.355,10505,"(47.741, -122.355)",8.2305
7091,395000.0,4,3.0,1980,7931,1.0,0.0,0.0,4,7,1983,98133,47.751,-122.334,7931,"(47.751, -122.334)",8.9579
7092,237950.0,2,1.75,1460,7926,1.0,0.0,0.0,4,7,1987,98042,47.367,-122.092,8206,"(47.367, -122.092)",21.3814
7094,199950.0,2,1.0,1010,10057,1.0,0.0,0.0,3,6,1961,98023,47.329,-122.336,8591,"(47.329, -122.336)",20.2507
7095,765000.0,4,3.5,2760,4000,2.0,0.0,2.0,3,8,1926,98126,47.569,-122.374,4000,"(47.569, -122.374)",3.7999
7096,515000.0,2,1.0,1060,4960,1.0,0.0,0.0,3,7,1926,98103,47.69,-122.331,4960,"(47.69, -122.331)",4.8029
7097,470000.0,3,1.5,1510,8000,1.0,0.0,0.0,4,7,1956,98007,47.587,-122.135,8000,"(47.587, -122.135)",10.3792
7098,330000.0,2,1.0,880,4000,1.0,0.0,0.0,3,6,1937,98117,47.693,-122.379,4000,"(47.693, -122.379)",5.0742
7099,284000.0,3,2.5,2150,9375,1.0,0.0,0.0,3,8,1968,98188,47.458,-122.274,9100,"(47.458, -122.274)",11.8902
7100,295000.0,3,2.5,1660,8125,1.0,0.0,0.0,3,7,1999,98148,47.437,-122.333,8125,"(47.437, -122.333)",12.8051
7102,350000.0,3,1.0,1370,8162,1.5,0.0,0.0,3,6,1949,98125,47.726,-122.289,8250,"(47.726, -122.289)",7.7616
7104,419900.0,3,1.5,1450,7000,1.0,0.0,0.0,3,7,1955,98007,47.598,-122.15,7245,"(47.598, -122.15)",9.5394
7105,528000.0,3,2.0,1560,6300,1.0,0.0,0.0,3,7,1924,98126,47.541,-122.379,6300,"(47.541, -122.379)",5.7326
7107,304700.0,2,1.0,740,5995,1.0,0.0,0.0,4,7,1949,98133,47.729,-122.337,5995,"(47.729, -122.337)",7.4314
7108,715000.0,4,2.5,2927,12171,2.0,0.0,0.0,3,10,1998,98075,47.595,-121.983,12166,"(47.595, -121.983)",17.2752
7109,738950.0,4,2.75,2260,12005,1.0,0.0,0.0,4,8,1956,98005,47.634,-122.171,10800,"(47.634, -122.171)",8.4557
7110,215000.0,3,1.5,1240,9405,1.0,0.0,0.0,4,7,1966,98042,47.373,-122.162,7611,"(47.373, -122.162)",19.3434
7111,300000.0,6,2.0,2040,10812,1.0,0.0,0.0,4,5,1943,98056,47.492,-122.181,10200,"(47.492, -122.181)",11.9961
7115,750000.0,2,1.5,1300,7632,1.0,0.0,2.0,3,7,1943,98122,47.613,-122.308,1676,"(47.613, -122.308)",2.1262
7116,519900.0,4,2.0,1820,9350,1.0,0.0,0.0,4,8,1967,98052,47.629,-122.098,9299,"(47.629, -122.098)",11.8243
7119,499950.0,3,1.5,1350,9315,1.0,0.0,0.0,3,7,1968,98052,47.659,-122.124,9920,"(47.659, -122.124)",10.9058
7121,630000.0,3,2.5,2460,38794,2.0,0.0,0.0,3,9,1999,98077,47.76,-122.022,51400,"(47.76, -122.022)",18.0603
7122,360000.0,4,1.5,1720,6417,1.0,0.0,0.0,3,7,1953,98125,47.727,-122.311,6240,"(47.727, -122.311)",7.5045
7124,361000.0,3,1.0,1100,4046,1.5,0.0,4.0,4,6,1922,98198,47.344,-122.331,7847,"(47.344, -122.331)",19.2254
7125,713400.0,3,2.25,1810,9845,1.0,0.0,0.0,4,8,1959,98040,47.55,-122.221,10083,"(47.55, -122.221)",7.8599
7127,305000.0,4,1.5,1590,131551,1.0,0.0,3.0,4,7,1966,98022,47.256,-122.024,108028,"(47.256, -122.024)",29.5579
7128,1430000.0,3,2.75,2710,9204,1.5,0.0,4.0,3,9,1975,98177,47.704,-122.385,10080,"(47.704, -122.385)",5.8804
7129,222000.0,3,1.0,1460,8400,1.0,0.0,0.0,4,6,1962,98023,47.309,-122.365,8563,"(47.309, -122.365)",21.6283
7131,500000.0,5,3.0,2920,11440,2.0,0.0,0.0,3,8,2003,98133,47.761,-122.354,9348,"(47.761, -122.354)",9.6115
7134,725000.0,4,2.5,2490,5170,2.0,0.0,0.0,4,9,2000,98052,47.684,-122.162,5170,"(47.684, -122.162)",9.8165
7135,320000.0,3,1.75,2220,11646,1.0,0.0,0.0,3,7,1950,98028,47.776,-122.27,10003,"(47.776, -122.27)",11.3048
7136,210000.0,4,1.5,1130,7840,1.0,0.0,0.0,4,7,1970,98023,47.299,-122.377,7840,"(47.299, -122.377)",22.3415
7137,419900.0,4,2.5,2750,5767,2.0,0.0,0.0,3,9,2005,98038,47.359,-122.038,5376,"(47.359, -122.038)",23.3335
7138,410000.0,4,2.5,2240,4447,2.0,0.0,0.0,3,7,2006,98059,47.487,-122.159,3800,"(47.487, -122.159)",12.9467
7140,605000.0,2,2.0,1270,5500,1.5,0.0,0.0,4,8,1921,98122,47.612,-122.294,4400,"(47.612, -122.294)",2.7731
7141,738000.0,3,1.75,1520,5500,1.5,0.0,0.0,5,7,1936,98116,47.584,-122.383,5500,"(47.584, -122.383)",2.9973
7143,255000.0,2,1.0,960,20954,1.0,0.0,0.0,3,7,1977,98045,47.449,-121.774,9752,"(47.449, -121.774)",29.4773
7144,303000.0,3,2.25,1340,873,3.0,0.0,0.0,3,8,2009,98133,47.733,-122.343,1186,"(47.733, -122.343)",7.6869
7145,394950.0,3,2.5,1090,7700,1.0,0.0,0.0,4,7,1957,98008,47.607,-122.12,7700,"(47.607, -122.12)",10.8409
7146,530000.0,4,3.0,2240,5580,2.0,0.0,0.0,5,7,1949,98118,47.56,-122.27,4800,"(47.56, -122.27)",5.7258
7147,475000.0,4,2.5,3740,8700,1.0,0.0,0.0,3,10,2004,98058,47.459,-122.117,6333,"(47.459, -122.117)",15.701
7148,250000.0,4,2.5,1800,8100,2.0,0.0,0.0,3,7,1998,98038,47.361,-122.047,8100,"(47.361, -122.047)",22.9633
7150,443500.0,2,1.0,1330,4140,1.0,0.0,0.0,4,7,1919,98115,47.68,-122.306,5100,"(47.68, -122.306)",4.5431
7151,390000.0,4,2.0,1900,76877,1.0,0.0,0.0,3,8,2004,98042,47.349,-122.113,34848,"(47.349, -122.113)",21.9032
7153,460000.0,5,4.5,3100,7260,2.0,0.0,0.0,3,8,1963,98059,47.5,-122.162,7700,"(47.5, -122.162)",12.2134
7154,660000.0,3,3.5,2740,3785,2.0,0.0,0.0,3,9,2001,98034,47.719,-122.182,3457,"(47.719, -122.182)",10.3611
7155,515000.0,3,1.75,1570,10939,1.0,0.0,0.0,3,8,1974,98052,47.639,-122.102,10200,"(47.639, -122.102)",11.6866
7156,482500.0,3,2.0,1330,6490,1.0,0.0,0.0,4,7,1954,98125,47.718,-122.308,7202,"(47.718, -122.308)",6.9442
7157,305000.0,2,1.5,1140,2980,2.0,0.0,0.0,3,7,1988,98029,47.571,-122.018,2981,"(47.571, -122.018)",15.9409
7158,835000.0,4,2.75,1550,4000,1.5,0.0,0.0,3,9,1930,98105,47.66,-122.28,4000,"(47.66, -122.28)",4.251
7159,237000.0,3,2.0,1290,7952,1.0,0.0,0.0,3,7,1998,98030,47.387,-122.19,7280,"(47.387, -122.19)",17.8991
7160,445000.0,2,1.5,1510,2001,2.0,0.0,0.0,4,8,1985,98007,47.621,-122.153,2055,"(47.621, -122.153)",9.2538
7161,710000.0,4,2.5,2720,8000,1.0,0.0,0.0,4,7,1955,98136,47.524,-122.391,8000,"(47.524, -122.391)",7.0079
7162,180000.0,3,1.0,840,5700,1.0,0.0,0.0,4,5,1945,98038,47.395,-122.028,12600,"(47.395, -122.028)",21.7718
7163,280017.0,3,2.5,1850,8770,2.0,0.0,0.0,3,8,1996,98022,47.209,-122.009,8606,"(47.209, -122.009)",32.7201
7164,436500.0,4,2.5,2290,11173,2.0,0.0,0.0,4,8,1988,98058,47.431,-122.164,10404,"(47.431, -122.164)",15.8323
7165,1260000.0,4,2.5,3200,7535,2.0,0.0,0.0,3,9,2006,98105,47.666,-122.276,6850,"(47.666, -122.276)",4.6586
7166,420000.0,3,2.25,1800,9800,1.0,0.0,0.0,4,7,1959,98028,47.739,-122.244,9545,"(47.739, -122.244)",9.5164
7167,205000.0,3,1.0,860,7467,1.0,0.0,0.0,3,6,1944,98178,47.495,-122.237,7467,"(47.495, -122.237)",10.2703
7168,570000.0,3,1.5,1980,10203,1.0,0.0,0.0,4,7,1946,98010,47.34,-122.046,13664,"(47.34, -122.046)",24.1483
7170,287000.0,2,2.5,2410,7500,1.0,0.0,0.0,3,7,1978,98023,47.308,-122.374,8800,"(47.308, -122.374)",21.7134
7171,260000.0,4,1.75,1650,7276,1.0,0.0,0.0,3,7,1977,98011,47.772,-122.206,8550,"(47.772, -122.206)",12.3881
7172,470000.0,4,1.75,1650,7276,1.0,0.0,0.0,3,7,1977,98011,47.772,-122.206,8550,"(47.772, -122.206)",12.3881
7173,700000.0,3,2.5,2410,9916,2.0,0.0,0.0,4,10,1989,98052,47.691,-122.103,8212,"(47.691, -122.103)",12.5204
7174,249000.0,3,1.75,1520,7500,1.0,0.0,0.0,3,8,1985,98092,47.265,-122.219,7506,"(47.265, -122.219)",25.4271
7175,568000.0,3,1.75,2050,3520,1.0,0.0,0.0,4,7,1977,98136,47.554,-122.399,16083,"(47.554, -122.399)",5.1835
7176,500000.0,4,1.0,1720,4011,1.5,0.0,0.0,4,7,1904,98107,47.672,-122.396,3784,"(47.672, -122.396)",4.0292
